seed,optimized_design_envelope,hydrogel_tau_s,final_leak_conductance_ratio,initial_leak_conductance,mean_channel_radius_um,source_pressure_Pa,zeta_potential_mV,conductivity_S_m,baseline_out_uL_s,peak_leak_uL_s,post_leak_uL_s,leak_reduction_pct,flow_retention_pct,isolation_time_s,expected_sensor_effect_sigma,pass_isolation,pass_retention,pass_sensor,pass_all
0,False,125.39858198054304,0.07657478243871602,9.07932463914492e-12,100.4320003610411,1113.6497155755092,-32.81494094322797,0.008101867793430922,2.6876856355219347,1.7623923206360357,0.3681587341744546,79.11028493124684,93.12334227815109,,332.2663226954942,False,True,True,False
1,False,135.42882289325513,0.18901390874982776,9.35277080337957e-12,85.70437411711772,1069.7341725035624,-28.541710415255697,0.010441198744983289,1.4248752160064402,1.1818490892506006,0.6159477002634253,47.882711433657576,79.13826713652341,,225.7715640646141,False,True,True,False
2,False,128.2088309666994,0.10430937781548762,1.1940065537985065e-11,87.39661730505742,1092.8567904073193,-28.8751573208094,0.009169265745363921,1.525588845800321,1.2132075972993968,0.4885750583379748,59.72865159882412,83.74077381057602,,297.387171040604,False,True,True,False
3,False,245.13606782753777,0.05815721613022594,7.376248746886813e-12,83.07829538980047,1300.0,-29.096853547088312,0.009471053808487607,1.6897119621924352,1.0400314270723066,0.42098963606540385,59.52145049592475,86.2527406536673,,282.04769459696104,False,True,True,False
4,False,95.52278824309805,0.06585371757879933,7.985444118508452e-12,85.01229007209285,1017.8357827902431,-36.43275113674556,0.010362657815315278,1.3394715934918928,0.9347763624619291,0.22345456484441134,76.09539844846985,91.61827001039512,,284.4300171608579,False,True,True,False
5,False,90.63276062066457,0.023784088208602658,8.313151521546701e-12,85.57882143571014,905.8263573586866,-27.005016917061635,0.012452174564437866,1.0953922177546174,1.038386803885895,0.09776509504168697,90.58490586784941,96.03124712010252,307.5274848937988,177.04521590033002,True,True,True,True
6,False,173.48345885881344,0.23232366223268602,1.2841616430491912e-11,95.23030707532965,1179.6541423105405,-28.840169634534607,0.010826900697652618,2.4059986366451422,1.9499950762787879,1.1641201125699205,40.301381950592784,78.26131994440185,,308.3202486617663,False,True,True,False
7,False,120.05167756519873,0.12806271657358678,5.654011241065977e-12,90.48114882077951,1160.825829466544,-31.968826074205314,0.00906928765027009,1.50490316177437,1.156347484541814,0.38053575239360676,67.09157433378354,88.81144617391985,,371.58535578225155,False,True,True,False
8,False,65.3069526668899,0.028033566087016574,7.488193072144556e-12,82.34216617522924,1107.2320221915975,-26.172611049683063,0.01208838734370863,1.198646484585363,0.8352812916852755,0.10091349448590765,87.91862148830089,95.60613643705148,252.3749542236328,215.68498779678518,True,True,True,True
9,False,90.60404104392191,0.08862201560894398,6.827971907582414e-12,93.44388596443449,1030.1119082901018,-31.577408221835572,0.008706392701726587,1.8571506277366105,1.6465103048525782,0.33890400786382463,79.41683044041629,92.95942433624347,,320.3372676080038,False,True,True,False
10,False,81.55872277247762,0.0454112269819977,8.362108512493363e-12,96.7443405664347,1102.9523859370922,-28.09926543220566,0.009323847102876376,2.0870812736869415,1.3893178572783327,0.19111693826211235,86.24382913809879,95.39970859361318,302.2616767883301,256.3243719214773,True,True,True,True
11,False,121.44472382532277,0.20846641503224023,6.651597651230753e-12,94.55781086057569,993.2722673145258,-27.012457534973823,0.007229012801538835,1.8004141489208692,1.1784411631670884,0.5249610020574723,55.452930662518,86.15418222222924,,281.1657788999898,False,True,True,False
12,False,119.71361751917382,0.140515648465151,5.246159010290504e-12,84.98435623138901,841.520414607385,-30.43101003179212,0.011498145482975534,1.043995115612083,0.8380593144883325,0.298384231281915,64.39580992377728,88.89805552442175,,207.6220329654682,False,True,True,False
